統計,名詞,*
処理,名詞,*
自然,名詞,*
言語,名詞,*
分析,名詞,*
情報,名詞,*
品詞,名詞,*
形態素,名詞,*
辞書,名詞,*
定義,名詞,*
文字列,名詞,*
分割,名詞,*
て,助詞,*
に,助詞,*
を,助詞,*
は,助詞,*
が,助詞,*
へ,助詞,*
の,助詞,*
か,助詞,*
と,助詞,*
から,助詞,*
まで,助詞,*
または,助詞,*
。,句点,*
、,読点,*
「,括弧,*
」,括弧,*
『,括弧,*
』,括弧,*
（,括弧,*
）,括弧,*
です,助動詞,*
ます,助動詞,*
ました,助動詞,*
する,動詞,*
し,動詞,する
思う,動詞,*
思い,動詞,思う
使う,動詞,*
使い,動詞,使う
使っ,動詞,使う
しかし,接続詞,*
ところが,接続詞,*
そして,接続詞,*
なので,接続詞,*
その,指示語,*
この,指示語,*
れる,助動詞,*
れれ,助動詞,れる
れ,助動詞,れる
られる,助動詞,*
られ,助動詞,られる
られれ,助動詞,られる
せる,助動詞,*
せ,助動詞,せる
せれ,助動詞,せる
させる,助動詞,*
させ,助動詞,させる
させれ,助動詞,させる
ない,助動詞,*
なかろ,助動詞,ない
なかっ,助動詞,ない
なく,助動詞,ない
なけれ,助動詞,ない
う,助動詞,*
た,助動詞,*
たら,助動詞,た
だ,助動詞,*
で,助動詞,で
ます,助動詞,*
ませ,助動詞,ます
ましょ,助動詞,ます
まし,助動詞,ます
です,助動詞,*
でしょ,助動詞,です
でし,助動詞,です
う,助動詞,*